Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/numericalintegralservice/0.0/3.14159,1052,0,160.0,181.73010536835142,84.29733396042138,609.0432910132222,351.0,5.889830564514966,0.0,160,200,230,250,300,350,420,470,590,610,610
,Aggregated,1052,0,160.0,181.73010536835142,84.29733396042138,609.0432910132222,351.0,5.889830564514966,0.0,160,200,230,250,300,350,420,470,590,610,610
